nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
CAIXA ESCOLAR ALCEBIADES CUNHA,caixa-escolar-alcebiades-cunha,2009-06-18T03:00:00.000Z,5,Itororó,BA,20394,-15.11,-40.0684,,,,
CAIXA ESCOLAR ANTONIO PEREIRA,caixa-escolar-antonio-pereira,1999-11-19T02:00:00.000Z,5,Rafael Jambeiro,BA,22643,-12.4053,-39.5007,,,,
CAIXA ESCOLAR ANTONIO VIANA FILHO,caixa-escolar-antonio-viana-filho,2008-07-21T03:00:00.000Z,5,Maraú,BA,20664,-14.1035,-39.0137,,,,
CAIXA ESCOLAR ASSOCIACAO DE PAIS E MESTRES,caixa-escolar-associacao-de-pais-e-mestres,1970-05-11T03:00:00.000Z,5,Mundo Novo,BA,27153,-11.8541,-40.4714,,,,
CAIXA ESCOLAR AURELINO VENANCIO,caixa-escolar-aurelino-venancio,2001-06-01T03:00:00.000Z,5,Serrinha,BA,81693,-11.6584,-39.01,,,,
CAIXA ESCOLAR BARAO DO SINCORA,caixa-escolar-barao-do-sincora,2007-08-20T03:00:00.000Z,5,Contendas do Sincorá,BA,4025,-13.7537,-41.048,,,,
CAIXA ESCOLAR BARRACAMENTO,caixa-escolar-barracamento,2001-08-22T03:00:00.000Z,5,Itiruçu,BA,12482,-13.529,-40.1472,,,,
CAIXA ESCOLAR BERNARDINO SILVA,caixa-escolar-bernardino-silva,2006-05-18T03:00:00.000Z,5,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
CAIXA ESCOLAR BRANCA DE NEVE,caixa-escolar-branca-de-neve,2008-05-06T03:00:00.000Z,5,Campo Alegre de Lourdes,BA,28839,-9.52221,-43.0126,,,,
CAIXA ESCOLAR C UNIAO E FORCA,caixa-escolar-c-uniao-e-forca,2009-06-29T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAIXA ESCOLAR C. M. E.,caixa-escolar-c-m-e,2004-04-22T03:00:00.000Z,5,Piritiba,BA,25162,-11.73,-40.5587,,,,
CAIXA ESCOLAR C. M. MONTEIRO LOBATO,caixa-escolar-c-m-monteiro-lobato,2009-06-26T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAIXA ESCOLAR CHECHE COMUNITARIA PRIMEIROS PASSOS,caixa-escolar-cheche-comunitaria-primeiros-passos,2009-04-15T03:00:00.000Z,5,Sebastião Laranjeiras,BA,11586,-14.571,-42.9434,,,,
CAIXA ESCOLAR CLARITA MARIANE,caixa-escolar-clarita-mariane,2001-11-14T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR COLEGIO EDUCACIONAL DE BONITO,caixa-escolar-colegio-educacional-de-bonito,1999-07-26T03:00:00.000Z,5,Bonito,BA,16999,-11.9668,-41.2647,,,,
CAIXA ESCOLAR COLEGIO ESTADUAL YPIRANGA,caixa-escolar-colegio-estadual-ypiranga,2001-09-17T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR COLEGIO MODELO LUIZ EDUARDO MAGALHAES,caixa-escolar-colegio-modelo-luiz-eduardo-magalhaes,2000-05-03T03:00:00.000Z,5,Itaberaba,BA,64795,-12.5242,-40.3059,,,,
CAIXA ESCOLAR COLEGIO PAULO SOUTO,caixa-escolar-colegio-paulo-souto,2005-03-11T03:00:00.000Z,5,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,,,,
CAIXA ESCOLAR COMPREENSAO,caixa-escolar-compreensao,2003-07-05T03:00:00.000Z,5,Sítio do Quinto,BA,9431,-10.3545,-38.2213,,,,
CAIXA ESCOLAR DA CRECHE JOANA D'ARC,caixa-escolar-da-creche-joana-darc,2009-07-10T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAIXA ESCOLAR DA CRECHE MAE BEBE,caixa-escolar-da-creche-mae-bebe,2009-06-26T03:00:00.000Z,5,Caém,BA,8912,-11.0677,-40.432,,,,
CAIXA ESCOLAR DA ESCOLA ANTONIO DA SILVA FEITOSA,caixa-escolar-da-escola-antonio-da-silva-feitosa,1999-05-13T03:00:00.000Z,5,Santa Brígida,BA,13917,-9.73227,-38.1209,,,,
CAIXA ESCOLAR DA ESCOLA ESTADUAL JORGE AMADO,caixa-escolar-da-escola-estadual-jorge-amado,2009-07-15T03:00:00.000Z,5,Iuiú,BA,11038,-14.4054,-43.5595,,,,
CAIXA ESCOLAR DA ESCOLA JOAO JOSE GONCALVES,caixa-escolar-da-escola-joao-jose-goncalves,2005-06-03T03:00:00.000Z,5,Barra da Estiva,BA,20198,-13.6237,-41.3347,,,,
CAIXA ESCOLAR DA ESCOLA JUVENAL TEIXEIRA MACIEL,caixa-escolar-da-escola-juvenal-teixeira-maciel,2010-07-29T03:00:00.000Z,5,Cotegipe,BA,13756,-12.0228,-44.2566,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL CASTRO ALVES,caixa-escolar-da-escola-municipal-castro-alves,2006-04-20T03:00:00.000Z,5,Tapiramutá,BA,16939,-11.8475,-40.7927,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL DARCY RIBEIRO,caixa-escolar-da-escola-municipal-darcy-ribeiro,2001-05-29T03:00:00.000Z,5,Tucano,BA,50903,-10.9584,-38.7894,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL DE LAGRIMAS,caixa-escolar-da-escola-municipal-de-lagrimas,2011-07-25T03:00:00.000Z,5,Ibipitanga,BA,14989,-12.8804,-42.4856,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL DE PAIAIA,caixa-escolar-da-escola-municipal-de-paiaia,2005-07-26T03:00:00.000Z,5,Saúde,BA,12971,-10.9428,-40.4155,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL HOSANA PIMENTA,caixa-escolar-da-escola-municipal-hosana-pimenta,2009-06-12T03:00:00.000Z,5,Esplanada,BA,37902,-11.7942,-37.9432,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL OCTAVIO MANGABEIRA,caixa-escolar-da-escola-municipal-octavio-mangabeira,2008-04-28T03:00:00.000Z,5,Urandi,BA,16672,-14.7678,-42.6498,,,,
CAIXA ESCOLAR DA ESCOLA MUNICIPAL SANTO ANTO,caixa-escolar-da-escola-municipal-santo-anto,2011-06-20T03:00:00.000Z,5,Taperoá,BA,21421,-13.5321,-39.1009,,,,
CAIXA ESCOLAR DA ESCOLA PROF ROBERTO SANTOS,caixa-escolar-da-escola-prof-roberto-santos,2000-05-18T03:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
CAIXA ESCOLAR DA ESCOLA ROQUE AZEVEDO ROCHA,caixa-escolar-da-escola-roque-azevedo-rocha,2009-11-27T02:00:00.000Z,5,Ipecaetá,BA,14229,-12.3028,-39.3069,,,,
CAIXA ESCOLAR DAS ESCOLAS REUNIDAS OLAVO BILAC,caixa-escolar-das-escolas-reunidas-olavo-bilac,1997-08-20T03:00:00.000Z,5,Nova Canaã,BA,16482,-14.7912,-40.1458,,,,
CAIXA ESCOLAR DAVID FERREIRA,caixa-escolar-david-ferreira,2005-07-15T03:00:00.000Z,5,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
CAIXA ESCOLAR DE SAMBAITUBA I,caixa-escolar-de-sambaituba-i,2003-07-28T03:00:00.000Z,5,Ilhéus,BA,157639,-14.793,-39.046,,,,
CAIXA ESCOLAR DEMOCRITO MENDES,caixa-escolar-democrito-mendes,2001-05-25T03:00:00.000Z,5,Serrinha,BA,81693,-11.6584,-39.01,,,,
CAIXA ESCOLAR DEPUTADO EDGAR PEREIRA,caixa-escolar-deputado-edgar-pereira,1997-09-16T03:00:00.000Z,5,Iaçu,BA,23950,-12.7666,-40.2056,,,,
CAIXA ESCOLAR DEPUTADO HENRIQUE BRITTO,caixa-escolar-deputado-henrique-britto,1997-07-15T03:00:00.000Z,5,Macajuba,BA,11318,-12.1326,-40.3571,,,,
CAIXA ESCOLAR DINALVA SANTOS,caixa-escolar-dinalva-santos,1997-07-23T03:00:00.000Z,5,Itajuípe,BA,20309,-14.6788,-39.3698,,,,
CAIXA ESCOLAR DO CENTRO PAROQUIAL,caixa-escolar-do-centro-paroquial,1997-08-22T03:00:00.000Z,5,Governador Mangabeira,BA,20800,-12.5994,-39.0412,,,,
CAIXA ESCOLAR DO COL. EST. PROF. ZENAIDE ALVES BARRETO,caixa-escolar-do-col-est-prof-zenaide-alves-barreto,2005-05-24T03:00:00.000Z,5,Utinga,BA,19330,-12.0783,-41.0954,,,,
CAIXA ESCOLAR DO COLEGIO MODELO LUIS EDUARDO MAGALHAES,caixa-escolar-do-colegio-modelo-luis-eduardo-magalhaes,2005-08-04T03:00:00.000Z,5,Senhor do Bonfim,BA,79813,-10.4594,-40.1865,,,,
CAIXA ESCOLAR DO COLEGIO MUNICIPAL DE ARACAS,caixa-escolar-do-colegio-municipal-de-aracas,2008-12-09T02:00:00.000Z,5,Araças,BA,12237,-12.22,-38.2027,,,,
CAIXA ESCOLAR DR. DJALMA BESSA,caixa-escolar-dr-djalma-bessa,2004-05-06T03:00:00.000Z,5,Presidente Dutra,BA,15180,-11.2923,-41.9843,,,,
CAIXA ESCOLAR ESCOLA BOM JARDIM,caixa-escolar-escola-bom-jardim,2006-06-21T03:00:00.000Z,5,Ituberá,BA,28870,-13.7249,-39.1481,,,,
CAIXA ESCOLAR ESCOLA FACA PARTE,caixa-escolar-escola-faca-parte,2006-02-07T02:00:00.000Z,5,Coronel João Sá,BA,15549,-10.2847,-37.9198,,,,
CAIXA ESCOLAR ESCOLA MUNICIPAL ALFREDO BRITO,caixa-escolar-escola-municipal-alfredo-brito,1999-05-26T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAIXA ESCOLAR ESCOLA MUNICIPAL CECILIA MENEZES,caixa-escolar-escola-municipal-cecilia-menezes,2009-06-30T03:00:00.000Z,5,Jacobina,BA,80749,-11.1812,-40.5117,,,,
CAIXA ESCOLAR ESCOLA MUNICIPAL SANTOS DUMONT,caixa-escolar-escola-municipal-santos-dumont,2011-04-14T03:00:00.000Z,5,Araças,BA,12237,-12.22,-38.2027,,,,
CAIXA ESCOLAR EVALDO BRAGA,caixa-escolar-evaldo-braga,1999-05-18T03:00:00.000Z,5,Chorrochó,BA,11221,-8.9695,-39.0979,,,,
CAIXA ESCOLAR EVARISTO ALVES DOS SANTOS,caixa-escolar-evaristo-alves-dos-santos,2011-08-24T03:00:00.000Z,5,Mirangaba,BA,18603,-10.961,-40.574,,,,
CAIXA ESCOLAR FELIPE SANTANA LIMA,caixa-escolar-felipe-santana-lima,2005-06-07T03:00:00.000Z,5,Tanquinho,BA,7936,-11.968,-39.1033,,,,
CAIXA ESCOLAR FREI DAMIAO,caixa-escolar-frei-damiao,1997-08-05T03:00:00.000Z,5,Itororó,BA,20394,-15.11,-40.0684,,,,
CAIXA ESCOLAR GETULIO VARGAS,caixa-escolar-getulio-vargas,2011-08-16T03:00:00.000Z,5,Camamu,BA,35444,-13.9398,-39.1071,,,,
CAIXA ESCOLAR HUMBELINO FRANCISCO DA SILVA,caixa-escolar-humbelino-francisco-da-silva,2008-05-06T03:00:00.000Z,5,Campo Alegre de Lourdes,BA,28839,-9.52221,-43.0126,,,,
CAIXA ESCOLAR JAIRO AZI,caixa-escolar-jairo-azi,2010-07-30T03:00:00.000Z,5,Canudos,BA,16832,-9.90014,-39.1471,,,,
CAIXA ESCOLAR JOAO FRANCISCO DA SILVA,caixa-escolar-joao-francisco-da-silva,2007-08-02T03:00:00.000Z,5,Itiúba,BA,36140,-10.6948,-39.8446,,,,
CAIXA ESCOLAR JOAO VIEIRA DE BARROS,caixa-escolar-joao-vieira-de-barros,2005-10-19T02:00:00.000Z,5,São Desidério,BA,34764,-12.3572,-44.9769,,,,
CAIXA ESCOLAR JOSE CAETANO DOS PASSOS,caixa-escolar-jose-caetano-dos-passos,2011-08-23T03:00:00.000Z,5,Campo Alegre de Lourdes,BA,28839,-9.52221,-43.0126,,,,
CAIXA ESCOLAR LAURO FERREIRA DE SALES,caixa-escolar-lauro-ferreira-de-sales,2004-07-08T03:00:00.000Z,5,Aporá,BA,17840,-11.6577,-38.0814,,,,
CAIXA ESCOLAR LUIS EDUARDO MAGALHAES,caixa-escolar-luis-eduardo-magalhaes,2006-05-30T03:00:00.000Z,5,Malhada,BA,16875,-14.3371,-43.7686,,,,
CAIXA ESCOLAR MARIA DE LOURDES PARADA FRANCH,caixa-escolar-maria-de-lourdes-parada-franch,2002-02-21T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR MARIA FRANCISCA DA SILVA,caixa-escolar-maria-francisca-da-silva,2004-04-05T03:00:00.000Z,5,São Desidério,BA,34764,-12.3572,-44.9769,,,,
CAIXA ESCOLAR MIGUEL PEREIRA SANTOS,caixa-escolar-miguel-pereira-santos,2007-08-23T03:00:00.000Z,5,Pindaí,BA,16308,-14.4921,-42.686,,,,
CAIXA ESCOLAR MIRINS COM ALEGRIA,caixa-escolar-mirins-com-alegria,2002-07-31T03:00:00.000Z,5,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
CAIXA ESCOLAR NOSSA SENHORA DO AMPARO,caixa-escolar-nossa-senhora-do-amparo,2000-05-08T03:00:00.000Z,5,Ribeira do Amparo,BA,14631,-11.0421,-38.4242,,,,
CAIXA ESCOLAR NOSSA SENHORA DO CARMO,caixa-escolar-nossa-senhora-do-carmo,2005-07-25T03:00:00.000Z,5,Érico Cardoso,BA,10513,-13.4215,-42.1352,,,,
CAIXA ESCOLAR NOVA ESPERANCA,caixa-escolar-nova-esperanca,1998-03-28T03:00:00.000Z,5,Itacaré,BA,29051,-14.2784,-38.9959,,,,
CAIXA ESCOLAR O FUTURO COMECOU,caixa-escolar-o-futuro-comecou,1997-06-17T03:00:00.000Z,5,Jiquiriçá,BA,14576,-13.2621,-39.5737,,,,
CAIXA ESCOLAR PAU DA LIMA,caixa-escolar-pau-da-lima,2002-12-30T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR PORTO DA SERRA,caixa-escolar-porto-da-serra,2000-08-09T03:00:00.000Z,5,Glória,BA,15247,-9.34382,-38.2544,,,,
CAIXA ESCOLAR PROFESSOR PAULO FREIRE,caixa-escolar-professor-paulo-freire,2001-05-28T03:00:00.000Z,5,Mirante,BA,8264,-14.2385,-40.7718,,,,
CAIXA ESCOLAR PROFESSORA MARIA ROSELITA ALMEIDA,caixa-escolar-professora-maria-roselita-almeida,2009-05-11T03:00:00.000Z,5,Rodelas,BA,9548,-8.85021,-38.78,,,,
CAIXA ESCOLAR RAINHA DA PAZ,caixa-escolar-rainha-da-paz,2009-10-09T03:00:00.000Z,5,Caetité,BA,51184,-14.0684,-42.4861,,,,
CAIXA ESCOLAR REILANE,caixa-escolar-reilane,2001-05-28T03:00:00.000Z,5,Itororó,BA,20394,-15.11,-40.0684,,,,
CAIXA ESCOLAR ROMULO ALMEIDA,caixa-escolar-romulo-almeida,2006-03-22T03:00:00.000Z,5,Guanambi,BA,85353,-14.2231,-42.7799,,,,
CAIXA ESCOLAR SACRAMENTO NETO,caixa-escolar-sacramento-neto,1997-09-18T03:00:00.000Z,5,Ruy Barbosa,BA,30900,-12.2816,-40.4931,,,,
CAIXA ESCOLAR SANTA RITA,caixa-escolar-santa-rita,2011-10-26T02:00:00.000Z,5,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,,,,
CAIXA ESCOLAR SANTO ANTONIO,caixa-escolar-santo-antonio,2006-05-11T03:00:00.000Z,5,Monte Santo,BA,49145,-10.4374,-39.3321,,,,
CAIXA ESCOLAR SAO JUDAS TADEU,caixa-escolar-sao-judas-tadeu,2011-06-20T03:00:00.000Z,5,Taperoá,BA,21421,-13.5321,-39.1009,,,,
CAIXA ESCOLAR SAO SEBASTIAO APRIGIO SANTANA,caixa-escolar-sao-sebastiao-aprigio-santana,2009-09-02T03:00:00.000Z,5,Itacaré,BA,29051,-14.2784,-38.9959,,,,
CAIXA ESCOLAR SAUL OLIVEIRA,caixa-escolar-saul-oliveira,2011-06-20T03:00:00.000Z,5,Taperoá,BA,21421,-13.5321,-39.1009,,,,
CAIXA ESCOLAR SETE DE SETEMBRO,caixa-escolar-sete-de-setembro,2002-02-21T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR TANCREDO NEVES,caixa-escolar-tancredo-neves,1999-05-31T03:00:00.000Z,5,Serrinha,BA,81693,-11.6584,-39.01,,,,
CAIXA ESCOLAR TEREZA MATA PIRES,caixa-escolar-tereza-mata-pires,1999-04-29T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR UBALDINA CALDA S,caixa-escolar-ubaldina-calda-s,2005-07-27T03:00:00.000Z,5,Itapicuru,BA,36173,-11.3088,-38.2262,,,,
CAIXA ESCOLAR WALDECK ORNELAS,caixa-escolar-waldeck-ornelas,2000-10-31T02:00:00.000Z,5,São Desidério,BA,34764,-12.3572,-44.9769,,,,
CAJ,caj,2000-02-01T02:00:00.000Z,5,Jequié,BA,156277,-13.8509,-40.0877,,,,
CAJAZEIRA QUIMICA,cajazeira-quimica,1999-07-26T03:00:00.000Z,1,Aracatu,BA,12960,-14.428,-41.4648,,,,
CAJAZEIRA VII,cajazeira-vii,1986-06-02T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAJOCA TECNOLOGIA,cajoca-tecnologia,2009-09-16T03:00:00.000Z,1,Conceição do Jacuípe,BA,33631,-12.3268,-38.7684,,,,
CAJUEIRO,cajueiro,1967-03-30T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
CAJUTUR TRANSPORTES,cajutur-transportes,2007-07-25T03:00:00.000Z,1,Guaratinga,BA,20565,-16.5833,-39.7847,,,,
CAKTU'S ASSESSORIAS EVENTOS,caktus-assessorias-eventos,1996-01-18T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAL FERNANDES FRIGORIFICO,cal-fernandes-frigorifico,2007-02-09T02:00:00.000Z,1,Itaberaba,BA,64795,-12.5242,-40.3059,,,,
CAL SERRA BRANCA,cal-serra-branca,2006-11-21T02:00:00.000Z,1,Caém,BA,8912,-11.0677,-40.432,,,,
CAL TRANSPORTES E COMERCIO,cal-transportes-e-comercio,2010-04-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAL VARZEA,cal-varzea,2005-07-29T03:00:00.000Z,1,Ituaçu,BA,19095,-13.8107,-41.3003,,,,
CALABETAO COMERCIO DE GAS,calabetao-comercio-de-gas,2008-07-31T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CALCADOS & CIA,calcados-cia,2002-02-05T02:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
CALCADOS 3RE,calcados-3re,2000-07-03T03:00:00.000Z,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,,,,
CALCADOS E CONFECCOES MILENA,calcados-e-confeccoes-milena,1983-04-04T03:00:00.000Z,1,Santana,BA,26792,-12.9792,-44.0506,,,,
CALCARIO POLAR,calcario-polar,1992-07-06T03:00:00.000Z,1,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
CALCE BEM,calce-bem,1999-03-04T03:00:00.000Z,1,Ruy Barbosa,BA,30900,-12.2816,-40.4931,,,,
CALCE-LEVE CALCADOS,calce-leve-calcados,2010-06-18T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
CALCULAR CONTABILIDADE,calcular-contabilidade,2001-08-29T03:00:00.000Z,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,,,,
CALCULUS ASSESSORIA CONTABIL,calculus-assessoria-contabil,2004-01-27T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CALDAS INSTALACOES,caldas-instalacoes,2011-02-23T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CALEIRA EMPREENDIMENTOS,caleira-empreendimentos,2011-11-07T02:00:00.000Z,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
CALETTI - ALUGUEL DE VEICULOS E EQUIPAMENTOS,caletti-aluguel-de-veiculos-e-equipamentos,2012-01-31T02:00:00.000Z,3,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
CALF SERVICOS DE INFORMATICA,calf-servicos-de-informatica,2005-03-24T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
CALLNET TELECOM,callnet-telecom,2007-03-09T03:00:00.000Z,1,Vera Cruz,BA,44185,-12.9568,-38.6153,,,,
CALTA,calta,2006-04-10T03:00:00.000Z,5,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,,,,
CALZONE,calzone,2014-06-12T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAMACARI DIESEL,camacari-diesel,1989-03-06T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CAMACARI PNEUS,camacari-pneus,2004-11-03T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CAMALEAO CORRETORA DE SEGUROS DE VIDA LTDA,camaleao-corretora-de-seguros-de-vida-ltda,2003-03-26T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
CAMARA AUTO PECAS,camara-auto-pecas,2001-08-06T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1995-01-20T02:00:00.000Z,5,Água Fria,BA,17096,-11.8618,-38.7639,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1993-02-25T03:00:00.000Z,5,Dom Basílio,BA,12281,-13.7565,-41.7677,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1990-06-28T03:00:00.000Z,5,Jiquiriçá,BA,14576,-13.2621,-39.5737,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1987-02-05T02:00:00.000Z,5,Gongogi,BA,6852,-14.3195,-39.469,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1990-02-07T02:00:00.000Z,5,Nova Ibiá,BA,6518,-13.812,-39.6182,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1992-02-18T03:00:00.000Z,5,Serra Dourada,BA,17261,-12.759,-43.9504,,,,
CAMARA DE VEREADORES,camara-de-vereadores,1962-02-22T03:00:00.000Z,5,Belo Campo,BA,17013,-15.0334,-41.2652,,,,
CAMARA DE VEREADORES DE ITARANTIM,camara-de-vereadores-de-itarantim,1990-06-06T03:00:00.000Z,5,Itarantim,BA,19937,-15.6528,-40.065,,,,
CAMARA DE VEREADORES DE SANTA MARIA DA VITORIA,camara-de-vereadores-de-santa-maria-da-vitoria,1990-01-24T02:00:00.000Z,5,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,,,,
CAMARA DE VEREADORES DE SAO FELIX DO CORIBE,camara-de-vereadores-de-sao-felix-do-coribe,1990-01-11T02:00:00.000Z,5,São Félix do Coribe,BA,15543,-13.4019,-44.1837,,,,
CAMARA MUNICIPAL,camara-municipal,1996-01-29T02:00:00.000Z,5,Mirante,BA,8264,-14.2385,-40.7718,,,,
CAMARA MUNICIPAL,camara-municipal,1995-01-19T02:00:00.000Z,5,Várzea do Poço,BA,9247,-11.5273,-40.3149,,,,
CAMARA MUNICIPAL,camara-municipal,1993-07-30T03:00:00.000Z,5,Formosa do Rio Preto,BA,26111,-11.0328,-45.193,,,,
CAMARA MUNICIPAL,camara-municipal,1993-02-03T03:00:00.000Z,5,Morpará,BA,8476,-11.5569,-43.2766,,,,
CAMARA MUNICIPAL,camara-municipal,1978-03-28T03:00:00.000Z,5,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
CAMARA MUNICIPAL,camara-municipal,1993-02-12T03:00:00.000Z,5,Canápolis,BA,9694,-13.0725,-44.201,,,,
CAMARA MUNICIPAL,camara-municipal,1991-01-29T02:00:00.000Z,5,Angical,BA,13902,-12.0063,-44.7003,,,,
CAMARA MUNICIPAL,camara-municipal,1963-04-09T03:00:00.000Z,5,Lajedão,BA,3993,-17.6056,-40.3383,,,,
CAMARA MUNICIPAL,camara-municipal,1993-03-18T03:00:00.000Z,5,Santa Rita de Cássia,BA,28613,-11.0063,-44.5255,,,,
CAMARA MUNICIPAL,camara-municipal,1994-12-27T02:00:00.000Z,5,Urandi,BA,16672,-14.7678,-42.6498,,,,
CAMARA MUNICIPAL DE BARRA DO MENDES,camara-municipal-de-barra-do-mendes,1990-01-22T02:00:00.000Z,5,Barra do Mendes,BA,13128,-11.81,-42.059,,,,
CAMARA MUNICIPAL DE ENCRUZILHADA,camara-municipal-de-encruzilhada,1994-02-17T02:00:00.000Z,5,Encruzilhada,BA,15914,-15.5302,-40.9124,,,,
CAMARA MUNICIPAL DE ERICO CARDOSO,camara-municipal-de-erico-cardoso,2001-01-05T02:00:00.000Z,5,Érico Cardoso,BA,10513,-13.4215,-42.1352,,,,
CAMARA MUNICIPAL DE ITAGI,camara-municipal-de-itagi,1984-09-13T03:00:00.000Z,5,Itagi,BA,12140,-14.1615,-40.0131,,,,
CAMARA MUNICIPAL DE JOAO DOURADO,camara-municipal-de-joao-dourado,1990-01-05T02:00:00.000Z,5,João Dourado,BA,25606,-11.3486,-41.6548,,,,
CAMARA MUNICIPAL DE JUCURUCU,camara-municipal-de-jucurucu,1993-02-04T03:00:00.000Z,5,Jucuruçu,BA,8856,-16.8488,-40.1641,,,,
CAMARA MUNICIPAL DE LAJE,camara-municipal-de-laje,1996-01-26T02:00:00.000Z,5,Laje,BA,24214,-13.1673,-39.4213,,,,
CAMARA MUNICIPAL DE MARACAS,camara-municipal-de-maracas,1989-09-14T03:00:00.000Z,5,Maracás,BA,19973,-13.4355,-40.4323,,,,
CAMARA MUNICIPAL DE MILAGRES,camara-municipal-de-milagres,2006-03-31T03:00:00.000Z,5,Milagres,BA,10838,-12.8646,-39.8611,,,,
CAMARA MUNICIPAL DE SANTO ANTONIO DE JESUS,camara-municipal-de-santo-antonio-de-jesus,1983-11-11T03:00:00.000Z,5,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
CAMARA MUNICIPAL DE SATIRO DIAS,camara-municipal-de-satiro-dias,1993-01-22T02:00:00.000Z,5,Sátiro Dias,BA,17330,-11.5929,-38.5938,,,,
CAMARA MUNICIPAL DE VERA CRUZ,camara-municipal-de-vera-cruz,1987-04-10T03:00:00.000Z,5,Vera Cruz,BA,44185,-12.9568,-38.6153,,,,
CAMARA MUNICIPAL DE VEREADORES DE GETIO DO OURO,camara-municipal-de-vereadores-de-getio-do-ouro,1991-03-22T03:00:00.000Z,5,Gentio do Ouro,BA,11284,-11.4342,-42.5077,,,,
CAMARA MUNICIPAL DE VEREADORES DE VARZEA DA ROCA,camara-municipal-de-vereadores-de-varzea-da-roca,1986-07-23T03:00:00.000Z,5,Várzea da Roça,BA,14135,-11.6005,-40.1328,,,,
CAMARA MUNICIPAL DE VERIADORES,camara-municipal-de-veriadores,1988-01-29T02:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
CAMARA SERVICE,camara-service,2006-03-03T03:00:00.000Z,1,Jequié,BA,156277,-13.8509,-40.0877,,,,
